Location,Date,Doy,Tmax,Tmin,Radiation,ET0,GrowingDegreeDaysRate,GrowingDegreeDays,FloweringDOY,MaturityDOY,Trate,cumT,LightInterception, LeafAreaIndex, AGBrate, AGBstate,Yield
Cadriano,5/19/1999 12:00:00 AM,139, 22.5, 13.22, 14, 2.17391631646368, 7.86, 159.15, 0, 0,0.00633737341298243,0.0509521213811274,0.0204063116666056,0.00483888963167365,0.354591647712346,1.86111139679756,0
Cadriano,5/20/1999 12:00:00 AM,140, 21.17, 12.58, 9, 1.29726591215371, 6.875, 166.025, 0, 0,0.00458725353026386,0.0555393749113913,0.0159124206477581,0.0060847204668095,0.479165705821482,2.34027710261904,0
Cadriano,5/21/1999 12:00:00 AM,141, 21.35, 11.91, 8.5, 1.27998528068435, 6.63, 172.655, 0, 0,0.00514553432476145,0.0606849092361527,0.0170849784058017,0.00705619363788094,0.373643527335169,2.71392062995421,0
Cadriano,5/22/1999 12:00:00 AM,142, 22.89, 10.31, 22.8, 4.02849204202746, 6.6, 179.255, 0, 0,0.0182865040756793,0.0789714133118321,0.0517479355272172,0.00809925292577814,0.401176649191232,3.11509727914544,0
Cadriano,5/23/1999 12:00:00 AM,143, 25.78, 14.45, 23.8, 4.42255999515702, 10.115, 189.37, 0, 0,0.0274307022770071,0.106402115588839,0.0738091416405522,0.011443527944144,1.28625962244839,4.40135690159383,0
Cadriano,5/24/1999 12:00:00 AM,144, 25.88, 14.07, 24.3, 4.60196188815362, 9.975, 199.345, 0, 0,0.0394380577208194,0.145840173309659,0.104123504921117,0.0162135359840917,1.83461847690297,6.23597537849681,0
Cadriano,5/25/1999 12:00:00 AM,145, 26.07, 13.1, 24.3, 4.79462304463189, 9.585, 208.93, 0, 0,0.057055787021095,0.202895960330753,0.144584424229648,0.022942647644,2.58811986919551,8.82409524769232,0
Cadriano,5/26/1999 12:00:00 AM,146, 26.46, 15.36, 23.3, 4.38121656628795, 10.91, 219.84, 0, 0,0.0715095364499314,0.274405496780685,0.190149490908993,0.031913026784268,3.45014582317998,12.2742410708723,0
Cadriano,5/27/1999 12:00:00 AM,147, 29.6, 16.2, 27.4, 6.04882904688761, 12.9, 232.74, 0, 0,0.130084154658326,0.404489651439011,0.294627754397532,0.0424805847415353,4.06444536817973,16.338686439052,0
Cadriano,5/28/1999 12:00:00 AM,148, 30.21, 17.01, 24.1, 5.37703799844907, 13.61, 246.35, 0, 0,0.156761704717279,0.56125135615629,0.351304666693459,0.0581746686489058,6.03618611821944,22.3748725572715,0
Cadriano,5/29/1999 12:00:00 AM,149, 29.21, 17.83, 31, 6.354979926401, 13.52, 259.87, 0, 0,0.243044586348271,0.804295942504561,0.592793546482792,0.0769905465970075,7.23687613388526,29.6117486911567,0
Cadriano,5/30/1999 12:00:00 AM,150, 31.63, 17.07, 24.8, 5.96037485595591, 14.35, 274.22, 0, 0,0.313723888916354,1.11801983142091,0.652673081236749,0.107141508354988,11.5965237530696,41.2082724442263,0
Cadriano,5/31/1999 12:00:00 AM,151, 32.12, 16.33, 25.6, 6.42052275436946, 14.225, 288.445, 0, 0,0.438863961512458,1.55688379293337,0.874922326774174,0.140603241388645,12.8698973206372,54.0781697648635,0
Cadriano,6/1/1999 12:00:00 AM,152, 32.6, 19, 26.2, 6.28887457604192, 15.8, 304.245, 0, 0,0.546965890959519,2.10384968389289,1.13935380407592,0.180980906769273,15.5298713002416,69.6080410651051,0
Cadriano,6/2/1999 12:00:00 AM,153, 34.88, 19.42, 22.6, 6.02425761102163, 17.15, 321.395, 0, 0,0.65326535724556,2.75711504113845,1.22536236222192,0.228563170011994,18.3008704779695,87.9089115430745,0
Cadriano,6/3/1999 12:00:00 AM,154, 33.19, 18.57, 30, 7.51289856932199, 15.88, 337.275, 0, 0,1.0003958267773,3.75751086791575,1.99735658124474,0.284795048814358,21.6276456932169,109.536557236291,0
Cadriano,6/4/1999 12:00:00 AM,155, 28.77, 16.5, 29, 6.05110481813798, 12.635, 349.91, 0, 0,1.09320767455069,4.85071854246644,2.6196061310111,0.397518364172631,43.3551212916436,152.891678527935,0
Cadriano,6/5/1999 12:00:00 AM,156, 29.74, 15.68, 28.9, 6.52106936657963, 12.71, 362.62, 0, 0,1.55723705967081,6.40795560213726,3.45067261936608,0.544720581689472,56.6162375064774,209.507916034412,0
Cadriano,6/6/1999 12:00:00 AM,157, 32.55, 14.45, 28.9, 7.69212693405418, 13.5, 376.12, 0, 0,2.35431467758776,8.76227027972501,4.42268404861239,0.729762900902979,71.1701227744254,280.678038808838,0
Cadriano,6/7/1999 12:00:00 AM,158, 32.28, 17.41, 20.3, 5.00026947669078, 14.845, 390.965, 0, 0,1.88849396104571,10.6507642407707,3.83343613658591,0.947596675362321,83.7822209459009,364.460259754739,0
Cadriano,6/8/1999 12:00:00 AM,159, 30.69, 19.1, 24.7, 5.30324193838679, 14.895, 405.86, 0, 0,2.29929852543619,12.9500627662069,5.35452410413221,1.13578484710249,72.3800660539126,436.840325808651,0
Cadriano,6/9/1999 12:00:00 AM,160, 28.24, 15.23, 25.6, 5.38349331676389, 11.735, 417.595, 0, 0,2.78217221172073,15.7322349779276,6.61499926063476,1.45363609107891,122.250478452469,559.09080426112,0
Cadriano,6/10/1999 12:00:00 AM,161, 26.63, 16.96, 18.1, 3.23597336925553, 11.795, 429.39, 0, 0,1.95025272462146,17.6824877025491,5.45424363670975,1.84502079108344,150.53257692482,709.62338118594,0
Cadriano,6/11/1999 12:00:00 AM,162, 21.86, 14.38, 8.3, 1.15561681362472, 8.12, 437.51, 0, 0,0.764883388087055,18.4473710906362,2.74681540034438,2.16772793365392,124.118131757876,833.741512943816,0
Cadriano,6/12/1999 12:00:00 AM,163, 28.42, 13.62, 20.4, 4.52228592716287, 11.02, 448.53, 0, 0,3.11742968151155,21.5648007721477,7.0313516800046,2.33716524162416,65.1681953731705,898.909708316987,0
Cadriano,6/13/1999 12:00:00 AM,164, 26.77, 17.68, 20.6, 3.60451722629229, 12.225, 460.755, 0, 0,2.69057779324461,24.2553785653923,7.68839473654724,2.74335763898843,156.227845140102,1055.13755345709,0
Cadriano,6/14/1999 12:00:00 AM,165, 27.38, 16.65, 23.1, 4.3992797002938, 12.015, 472.77, 0, 0,3.50830223015633,27.7636807955486,9.21080120356964,3.19275392183304,172.844724171003,1227.98227762809,0
Cadriano,6/15/1999 12:00:00 AM,166, 21.72, 17.04, 12.1, 1.36642771147908, 9.38, 482.15, 0, 0,1.15499924514456,28.9186800406932,5.11387860069139,3.73113676568319,207.07032455775,1435.05260218584,0
Cadriano,6/16/1999 12:00:00 AM,167, 25.08, 15.82, 16.5, 2.77104140981299, 10.45, 492.6, 0, 0,2.40656983108033,31.3252498717735,7.16488791401808,4.05605982727462,124.970408304396,1560.02301049024,0
Cadriano,6/17/1999 12:00:00 AM,168, 28.82, 16.51, 23.7, 4.95823687776786, 12.665, 505.265, 0, 0,4.42527752490477,35.7505273966783,10.5762471545589,4.4597206562405,155.254164986879,1715.27717547712,0
Cadriano,6/18/1999 12:00:00 AM,169, 29.51, 18.49, 19.1, 3.89646282099519, 14, 519.265, 0, 0,3.57832595148123,39.3288533481595,8.77026534232852,5.00968550827757,211.524943091179,1926.8021185683,0
Cadriano,6/19/1999 12:00:00 AM,170, 21.79, 13.68, 10.4, 1.4942312521171, 7.735, 527, 0, 0,1.39710638039833,40.7259597285579,4.8620005556556,5.46573930607865,175.40530684657,2102.20742541487,0
Cadriano,6/20/1999 12:00:00 AM,171, 20.87, 13.8, 10.4, 1.3692963175982, 7.335, 534.335, 0, 0,1.29086129200631,42.0168210205642,4.9021374206328,5.71856333497274,97.240011113112,2199.44743652798,0
Cadriano,6/21/1999 12:00:00 AM,172, 25.59, 13.18, 17.7, 3.38634166666978, 9.385, 543.72, 0, 0,3.21558010233352,45.2324011228977,8.40372493589458,5.97347448084565,98.0427484126561,2297.49018494063,0
Cadriano,6/22/1999 12:00:00 AM,173, 26.88, 12.61, 31.5, 6.59235110257545, 9.745, 553.465, 0, 0,6.32516879018319,51.5575699130809,15.1116660650046,6.41046817751217,168.074498717892,2465.56468365853,0
Cadriano,6/23/1999 12:00:00 AM,174, 26.71, 12.34, 24.1, 5.03103569105842, 9.525, 562.99, 0, 0,4.89338162940691,56.4509515424878,11.7203002036243,7.19627481289241,302.233321300092,2767.79800495862,0
Cadriano,6/24/1999 12:00:00 AM,175, 26.96, 13, 29.9, 6.22254240310033, 9.98, 572.97, 0, 0,6.09700940752616,62.547960950014,14.6484000811471,7.80573042348087,234.406004072487,3002.2040090311,0
Cadriano,6/25/1999 12:00:00 AM,176, 28.01, 13.29, 29.1, 6.36369198509512, 10.65, 583.62, 0, 0,6.28269611661786,68.8306570666318,14.3648103507988,8.72693168358401,354.308176962745,3356.51218599385,0
Cadriano,6/26/1999 12:00:00 AM,177, 28.8, 14.48, 25.8, 5.71178210683263, 11.64, 595.26, 0, 0,5.66442360302767,74.4950806696595,12.7930413157124,9.58407991721618,329.672397550833,3686.18458354468,0
Cadriano,6/27/1999 12:00:00 AM,178, 30.21, 16.24, 23.9, 5.44836898044798, 13.225, 608.485, 0, 0,5.416494640237,79.9115753098965,11.880089469548,10.2815405384472,268.254085088845,3954.43866863353,0
Cadriano,6/28/1999 12:00:00 AM,179, 26.09, 17.69, 18, 2.98941675233446, 11.89, 620.375, 0, 0,2.97708783964615,82.8886631495427,8.96288232006856,10.9807729044011,268.935525366893,4223.37419400042,0
Cadriano,6/29/1999 12:00:00 AM,180, 27.63, 17.02, 19.7, 3.76105968753139, 12.325, 632.7, 0, 0,3.74906889830455,86.6377320478472,9.8185968094907,11.4956344756745,198.023681259015,4421.39787525944,0
Cadriano,6/30/1999 12:00:00 AM,181, 30.65, 17.93, 24.2, 5.3846769875278, 14.29, 646.99, 0, 0,5.371316002929,92.0090480507762,12.0699763023818,11.9969474822751,192.812694846374,4614.21057010581,0
Cadriano,7/1/1999 12:00:00 AM,182, 30.42, 20.47, 24.8, 4.96889994180109, 15.445, 662.435, 182, 0,4.95596454096423,96.9650125917404,12.3677194203434,11.9009719024169,219.598131351458,4833.80870145727,164.698598513594
Cadriano,7/2/1999 12:00:00 AM,183, 33.61, 19.36, 27.7, 6.94117017160759, 16.485, 678.92, 182, 0,6.92221942009664,103.887232011837,13.8121867924373,11.8057641271976,208.937159957426,5042.74586141469,321.401468481663
Cadriano,7/3/1999 12:00:00 AM,184, 34.84, 21.16, 29.8, 7.57162627624292, 18, 696.92, 182, 0,7.5499546437271,111.437186655564,14.857352976401,11.71131801418,207.18280188656,5249.92866330125,476.788569896583
Cadriano,7/4/1999 12:00:00 AM,185, 36.11, 21.51, 30.2, 8.10826656892417, 18.81, 715.73, 182, 0,8.08394592219394,119.521132577758,15.0547077340755,11.6176274700665,207.817224757409,5457.74588805866,632.65148846464
Cadriano,7/5/1999 12:00:00 AM,186, 37.19, 20.79, 29.9, 8.60293429266572, 18.99, 734.72, 182, 0,8.57590245360556,128.097035031364,14.9030246332006,11.524686450306,207.190415190214,5664.93630324888,788.044299857301
Cadriano,7/6/1999 12:00:00 AM,187, 34.79, 20.62, 26.1, 6.71508390194858, 17.705, 752.425, 182, 0,6.69298855316188,134.790023584526,13.0070602086472,11.4324889587036,229.040859831501,5893.97716308038,959.824944730926
Cadriano,7/7/1999 12:00:00 AM,188, 31, 18.04, 24.1, 5.45096001259842, 14.52, 766.945, 182, 0,5.43218489431408,140.22220847884,12.0084953522309,11.3410290470339,251.686615037323,6145.6637781177,1148.58990600892
Cadriano,7/8/1999 12:00:00 AM,189, 29.54, 19.07, 20.6, 4.11943198123479, 14.305, 781.25, 182, 0,4.10458464966432,144.326793128504,10.262876552915,11.2503008146577,235.59166819158,6381.25544630928,1325.2836571526
Cadriano,7/9/1999 12:00:00 AM,190, 27.48, 17.65, 12.6, 2.32252325315177, 12.565, 793.815, 182, 0,2.31376706840673,146.640560196911,6.27624826196297,11.1602984081404,223.66656587509,6604.92201218437,1493.03358155892
Cadriano,7/10/1999 12:00:00 AM,191, 22.73, 17.17, 13.8, 1.736624789262, 9.95, 803.765, 182, 0,1.7297786100206,148.370338806931,6.87279859353743,11.0710160208753,136.782985559156,6741.70499774353,1595.62082072829
Cadriano,7/11/1999 12:00:00 AM,192, 25, 17.45, 16.8, 2.58449754182823, 11.225, 814.99, 182, 0,2.57384751461739,150.944186321549,8.36538583336869,10.9824478927083,161.295991992082,6903.00098973561,1716.59281472235
Cadriano,7/12/1999 12:00:00 AM,193, 28.64, 17.31, 23.2, 4.67509556315561, 12.975, 827.965, 182, 0,4.65496557345421,155.599151895003,11.5500528112459,10.8945883095666,178.025867266377,7081.02685700199,1850.11221517213
Cadriano,7/13/1999 12:00:00 AM,194, 32.62, 18.63, 23.9, 5.80244445348674, 15.625, 843.59, 182, 0,5.77634749528092,161.375499390284,11.8962539188338,10.8074316030901,207.540011452075,7288.56686845406,2005.76722376119
Cadriano,7/14/1999 12:00:00 AM,195, 32.5, 19.3, 24.8, 5.86952827826648, 15.9, 859.49, 182, 0,5.84196337140942,167.217462761693,12.3417662154737,10.7209721502654,209.671475319445,7498.23834377351,2163.02083025077
Cadriano,7/15/1999 12:00:00 AM,196, 31.43, 20.06, 18.6, 4.03859393887241, 15.745, 875.235, 182, 0,4.01879655722526,171.236259318918,9.2544109528947,10.6352043730632,219.914846751972,7718.15319052548,2327.95696531475
Cadriano,7/16/1999 12:00:00 AM,197, 30.34, 18.94, 22.9, 4.84017594200222, 14.64, 889.875, 182, 0,4.81541803329583,176.051677352214,11.3914322830234,10.5501227380787,177.684690295578,7895.83788082106,2461.22048303643
Cadriano,7/17/1999 12:00:00 AM,198, 31.53, 18.32, 26.2, 6.05215005078747, 14.925, 904.8, 182, 0,6.01985842315832,182.071535775373,13.0301041252461,10.4657217561741,214.657302083222,8110.49518290428,2622.21345959885
Cadriano,7/18/1999 12:00:00 AM,199, 31.44, 18.87, 27, 6.10323182805792, 15.155, 919.955, 182, 0,6.0692754831378,188.14081125851,13.4248905056639,10.3819959821247,241.789869674098,8352.28505257838,2803.55586185442
Cadriano,7/19/1999 12:00:00 AM,200, 31.83, 18.79, 24.9, 5.76699405869371, 15.31, 935.265, 182, 0,5.73354792295962,193.87435918147,12.3777952455558,10.2989400142677,246.514551910253,8598.79960448863,2988.44177578711
Cadriano,7/20/1999 12:00:00 AM,201, 34.6, 19.3, 28.2, 7.43724305843799, 16.95, 952.215, 182, 0,7.39229618260173,201.266655364072,14.0147868444918,10.2165484941536,201.912784943128,8800.71238943176,3139.87636449446
Cadriano,7/21/1999 12:00:00 AM,202, 35.26, 19.94, 27.3, 7.31837572302156, 17.6, 969.815, 182, 0,7.27230232963273,208.538957693705,13.5640653823253,10.1348161062003,217.229196089622,9017.94158552138,3302.79826156168
Cadriano,7/22/1999 12:00:00 AM,203, 34.49, 18.92, 21.8, 5.77182463216667, 16.705, 986.52, 182, 0,5.73398432929161,214.272942022996,10.8285391834257,10.0537375773507,225.417811572519,9243.3593970939,3471.86162024107
Cadriano,7/23/1999 12:00:00 AM,204, 28.52, 16.12, 25, 5.20194097359482, 12.32, 998.84, 182, 0,5.16643740338516,219.439379426381,12.4146867236915,9.97330767673193,239.310715953709,9482.67011304761,3651.34465720635
Cadriano,7/24/1999 12:00:00 AM,205, 28.09, 17.01, 20.1, 3.95457925821508, 12.55, 1011.39, 182, 0,3.92649051539644,223.365869941778,9.97861646033749,9.89352121531808,270.795354160521,9753.46546720813,3854.44117282674
Cadriano,7/25/1999 12:00:00 AM,206, 26.76, 16.79, 12, 2.18027443782234, 11.775, 1023.165, 182, 0,2.16416315997829,225.530033101756,5.9556626150418,9.81437304559553,227.325356237063,9980.79082344519,4024.93519000454
Cadriano,7/26/1999 12:00:00 AM,207, 31.81, 17.89, 24, 5.69731471389724, 14.85, 1038.015, 182, 0,5.65352840398789,231.183561505744,11.9077748473977,9.73585806123077,112.785360772354,10093.5761842175,4109.5242105838
Cadriano,7/27/1999 12:00:00 AM,208, 34.53, 20.31, 27.5, 7.04098844556865, 17.42, 1055.435, 182, 0,6.98472650782475,238.168288013569,13.6401288292178,9.65797119674092,187.24975947533,10280.8259436929,4249.9615301903
Cadriano,7/28/1999 12:00:00 AM,209, 25.99, 20.42, 8.6, 1.19095451197743, 13.205, 1068.64, 182, 0,1.18106320130464,239.349351214873,4.26428693500445,9.58070742716699,286.357454608391,10567.1833983013,4464.72962114659
Cadriano,7/29/1999 12:00:00 AM,210, 27.01, 18.83, 15.9, 2.67946878671353, 12.92, 1081.56, 182, 0,2.65634543609917,242.005696650973,7.88139287970224,9.50406176774966,91.042526062345,10658.2259243636,4533.01151569335
Cadriano,7/30/1999 12:00:00 AM,211, 29.82, 18.8, 21.7, 4.46326948390902, 14.31, 1095.87, 182, 0,4.42325977258337,246.428956423556,10.7527382573586,9.42802927360766,154.57381785316,10812.7997422168,4648.94187908322
Cadriano,7/31/1999 12:00:00 AM,212, 30.08, 18.07, 20.5, 4.39367036007996, 14.075, 1109.945, 182, 0,4.35277086531831,250.781727288874,10.1545855089367,9.3526050394188,214.046695935544,11026.8464381523,4809.47690103488
Cadriano,8/1/1999 12:00:00 AM,213, 29.89, 17.99, 16.8, 3.56965528267287, 13.94, 1123.885, 182, 0,3.53515966779103,254.316886956665,8.3188260092189,9.27778419910345,203.853304091904,11230.6997422442,4962.36687910381
Cadriano,8/2/1999 12:00:00 AM,214, 31.41, 20.06, 17.2, 3.73006837616483, 15.735, 1139.62, 182, 0,3.69265976656521,258.00954672323,8.51375116750877,9.20356192551062,148.335066276885,11379.0348085211,5073.61817881147
Cadriano,8/3/1999 12:00:00 AM,215, 32.57, 19.01, 21.9, 5.24680412696284, 15.79, 1155.41, 182, 0,5.19221101515346,263.201757738384,10.8360650102715,9.12993343010653,151.225505112875,11530.260313634,5187.03730764613
Cadriano,8/4/1999 12:00:00 AM,216, 32.2, 20.51, 17.7, 3.96231481417246, 16.355, 1171.765, 182, 0,3.91955337677047,267.121311115154,8.75449049640024,9.05689396266568,184.822633831444,11715.0829474654,5325.65428301971
Cadriano,8/5/1999 12:00:00 AM,217, 34.76, 21.27, 23.8, 6.00262227510896, 18.015, 1189.78, 182, 0,5.93545190071415,273.056763015869,11.7668369558063,8.98443881096436,131.153210749196,11846.2361582146,5424.01919108161
Cadriano,8/6/1999 12:00:00 AM,218, 34.53, 22.35, 26.6, 6.40602407644739, 18.44, 1208.22, 182, 0,6.33171653560878,279.388479551477,13.1457248550178,8.91256330047664,170.030794011402,12016.266952226,5551.54228659016
Cadriano,8/7/1999 12:00:00 AM,219, 35.62, 22.09, 22.5, 5.79736666328551, 18.855, 1227.075, 182, 0,5.72767869559912,285.116158247076,11.1147679744949,8.84126279407283,183.136379386467,12199.4033316125,5688.89457113001
Cadriano,8/8/1999 12:00:00 AM,220, 37.07, 22.73, 22, 5.99597982083415, 19.9, 1246.975, 182, 0,5.92130984003396,291.03746808711,10.8630132499866,8.77053269172025,140.323945677998,12339.7272772905,5794.13753038851
Cadriano,8/9/1999 12:00:00 AM,221, 38.07, 21.52, 22.1, 6.5093324305124, 19.795, 1266.77, 182, 0,6.42537516129531,297.462843248406,10.907477270557,8.70036843018648,138.571312770141,12478.2985900606,5898.06601496611
Cadriano,8/10/1999 12:00:00 AM,222, 35.43, 23.21, 14.3, 3.52173376370154, 19.32, 1286.09, 182, 0,3.47470187039988,300.937545118806,7.05451349827381,8.63076548274499,145.614821561935,12623.9134116226,6007.27713113756
Cadriano,8/11/1999 12:00:00 AM,223, 32.04, 19.38, 23.8, 5.47778595175014, 15.71, 1301.8, 182, 0,5.40206184238111,306.339606961187,11.7354961458099,8.56171935888303,126.011247362916,12749.9246589855,6101.78556665975
Cadriano,8/12/1999 12:00:00 AM,224, 26.42, 18.69, 12.4, 2.00663279981512, 12.555, 1314.355, 182, 0,1.97792696027637,308.317533921463,6.11130604206378,8.49322560401197,255.907162829567,13005.831821815,6293.71593878192
Cadriano,8/13/1999 12:00:00 AM,225, 25.03, 17.1, 11.4, 1.79230084841521, 11.065, 1325.42, 182, 0,1.76577510890078,310.083309030364,5.61564099555836,8.42527979917987,144.646974883097,13150.4787966981,6402.20116994425
Cadriano,8/14/1999 12:00:00 AM,226, 29.17, 15.36, 22.1, 4.87702121424223, 12.265, 1337.685, 182, 0,4.80236818330284,314.885677213667,10.8808565914228,8.35787756078643,124.491741320284,13274.9705380184,6495.56997593446
Cadriano,8/15/1999 12:00:00 AM,227, 31.42, 17.03, 12.9, 3.06997361450244, 14.225, 1351.91, 182, 0,3.0213836520454,317.907060865712,6.34791271939036,8.29101454030014,214.556890912118,13489.5274289305,6656.48764411855
Cadriano,8/16/1999 12:00:00 AM,228, 34.08, 19.69, 15.3, 3.89276594106325, 16.885, 1368.795, 182, 0,3.82907565787104,321.736136523583,7.52483689649028,8.22468642397774,104.066094143506,13593.593523074,6734.53721472618
Cadriano,8/17/1999 12:00:00 AM,229, 31.38, 19.39, 18.4, 4.07599554015423, 15.385, 1384.18, 182, 0,4.00707695836044,325.743213481944,9.0444426775602,8.15888893258592,137.469364052757,13731.0628871268,6837.63923776574
Cadriano,8/18/1999 12:00:00 AM,230, 33.42, 18.81, 20.3, 5.11149879720407, 16.115, 1400.295, 182, 230,5.02220437395421,330.765417855898,9.97268637205162,8.09361782112523,156.977608222404,13888.0404953492,6955.37244393255
Cadriano,8/19/1999 12:00:00 AM,231, 34.55, 19.33, 16.9, 4.44289596915399, 16.94, 1417.235, 182, 230,4.36272774339437,335.128145599292,8.29752703813639,8.02886887855623,162.804105023743,14050.8446003729,7077.47552270036
Cadriano,8/20/1999 12:00:00 AM,232, 32, 22, 11.6, 2.42346601548481, 17, 1434.235, 182, 230,2.37830947780384,337.506455077096,5.69192837164781,7.96463792752778,134.834814369716,14185.6794147427,7178.60163347764
Cadriano,8/21/1999 12:00:00 AM,233, 28.81, 21.05, 12.5, 2.16181472562863, 14.93, 1449.165, 182, 230,2.12022958584754,339.626684662944,6.12977363621842,7.90092082410756,107.221700700916,14292.9011154436,7259.01790900333
Cadriano,8/22/1999 12:00:00 AM,234, 29.73, 18.18, 15.8, 3.30364451618646, 13.955, 1463.12, 182, 230,3.23805441367996,342.864739076623,7.74315448975741,7.8377134575147,122.940272491406,14415.841387935,7351.22311337188
Cadriano,8/23/1999 12:00:00 AM,235, 29.87, 17.3, 21.9, 4.75170822489309, 13.585, 1476.705, 182, 230,4.65436398278777,347.519103059411,10.7256765776423,7.77501174985458,158.87985118671,14574.7212391217,7470.38300176192
Cadriano,8/24/1999 12:00:00 AM,236, 31.2, 17.88, 21.2, 4.87126582487069, 14.54, 1491.245, 182, 230,4.76831995886104,352.287423018272,10.3759871419599,7.71281165585574,207.273699862937,14781.9949389846,7625.83827665912
Cadriano,8/25/1999 12:00:00 AM,237, 32.71, 18.55, 22.5, 5.50024131335383, 15.63, 1506.875, 182, 230,5.38036114292506,357.667784161197,11.0048013186168,7.6511091626089,186.378669037455,14968.3736080221,7765.62227843721
Cadriano,8/26/1999 12:00:00 AM,238, 33.98, 19.7, 15.8, 3.998422879233, 16.84, 1523.715, 182, 230,3.90856717139534,361.576351332593,7.72246497847831,7.58990028930803,181.028981691247,15149.4025897133,7901.39401470564
Cadriano,8/27/1999 12:00:00 AM,239, 26.51, 20.34, 9.4, 1.38223822819601, 13.425, 1537.14, 182, 230,1.35021796826591,362.926569300859,4.59112208112787,7.52918108699356,159.999821272847,15309.4024109862,8021.39388066028
