Location,Date,Doy,Tmax,Tmin,Radiation,ET0,GrowingDegreeDaysRate,GrowingDegreeDays,FloweringDOY,MaturityDOY,Trate,cumT,LightInterception, LeafAreaIndex, AGBrate, AGBstate,Yield
Cadriano,5/10/1999 12:00:00 AM,130, 25.75, 12.07, 24.5, 4.88241640369195, 8.91, 78.33, 0, 0,0.0149301665641764,0.0500733331957358,0.0374598406381031,0.00512526249102008,0.353279129313756,1.97125480423849,0
Cadriano,5/11/1999 12:00:00 AM,131, 25.88, 13.78, 20.7, 3.95668384428571, 9.83, 88.16, 0, 0,0.016817177276023,0.0668905104717588,0.043990824553297,0.00751875900859168,0.920575583681383,2.89183038791988,0
Cadriano,5/12/1999 12:00:00 AM,132, 27.05, 13.61, 15.4, 3.16889673118589, 10.33, 98.49, 0, 0,0.0178282621522462,0.084718772624005,0.0433203194100058,0.0102838022858892,1.06347818357596,3.95530857149583,0
Cadriano,5/13/1999 12:00:00 AM,133, 28.46, 14.49, 19.6, 4.25916052100946, 11.475, 109.965, 0, 0,0.0290423235747833,0.113761096198788,0.0668241475353974,0.0126842894851961,0.923264307425748,4.87857287892158,0
Cadriano,5/14/1999 12:00:00 AM,134, 27.14, 15.29, 25.3, 4.97641900567582, 11.215, 121.18, 0, 0,0.0433540017450581,0.157115097943846,0.1102053748789,0.0165001153698361,1.46762534024617,6.34619821916775,0
Cadriano,5/15/1999 12:00:00 AM,135, 23.01, 14.7, 13, 1.96112695022461, 8.855, 130.035, 0, 0,0.0232410204031162,0.180356118346963,0.07703052196746,0.0228432612344284,2.43967148638164,8.78586970554939,0
Cadriano,5/16/1999 12:00:00 AM,136, 22.79, 13.59, 18.2, 2.84237616095996, 8.19, 138.225, 0, 0,0.0394375010551497,0.219793619402112,0.126261001105729,0.0269439810713662,1.57719993728374,10.3630696428331,0
Cadriano,5/17/1999 12:00:00 AM,137, 18.06, 12.26, 5.8, 0.637328339706041, 5.16, 143.385, 0, 0,0.0101721711986607,0.229965790600773,0.046285869681744,0.0311787750484523,1.6287669142639,11.991836557097,0
Cadriano,5/18/1999 12:00:00 AM,138, 23.97, 11.84, 12.3, 2.21992447688193, 7.905, 151.29, 0, 0,0.0380275540944849,0.267993344695258,0.105350186511557,0.0335570587473745,0.914724499585466,12.9065610566825,0
Cadriano,5/19/1999 12:00:00 AM,139, 22.5, 13.22, 14, 2.17391631646368, 7.86, 159.15, 0, 0,0.0429818606118539,0.310975205307112,0.138401382796744,0.03893939977625,2.0701311649521,14.9766922216346,0
Cadriano,5/20/1999 12:00:00 AM,140, 21.17, 12.58, 9, 1.29726591215371, 6.875, 166.025, 0, 0,0.0295753380910691,0.340550543398181,0.102591935980849,0.0451242115699794,2.37877376681904,17.3554659884536,0
Cadriano,5/21/1999 12:00:00 AM,141, 21.35, 11.91, 8.5, 1.27998528068435, 6.63, 172.655, 0, 0,0.0319433435265004,0.372493886924681,0.106063102471805,0.0495454110510741,1.70046133888257,19.0559273273362,0
Cadriano,5/22/1999 12:00:00 AM,142, 22.89, 10.31, 22.8, 4.02849204202746, 6.6, 179.255, 0, 0,0.109461299217985,0.481955186142666,0.309758291208391,0.0540955181471146,1.75004119078479,20.805968518121,0
Cadriano,5/23/1999 12:00:00 AM,143, 25.78, 14.45, 23.8, 4.42255999515702, 10.115, 189.37, 0, 0,0.162771195635265,0.644726381777932,0.437976472943447,0.0739982627529817,7.65490177148737,28.4608702896084,0
Cadriano,5/24/1999 12:00:00 AM,144, 25.88, 14.07, 24.3, 4.60196188815362, 9.975, 199.345, 0, 0,0.231866097886518,0.87659247966445,0.612167844451988,0.102395562317452,10.9220382940272,39.3829085836356,0
Cadriano,5/25/1999 12:00:00 AM,145, 26.07, 13.1, 24.3, 4.79462304463189, 9.585, 208.93, 0, 0,0.327576257503544,1.20416873716799,0.830107287187919,0.140535149446422,14.6690719726808,54.0519805563163,0
Cadriano,5/26/1999 12:00:00 AM,146, 26.46, 15.36, 23.3, 4.38121656628795, 10.91, 219.84, 0, 0,0.398216099371149,1.60238483653914,1.05888797951034,0.189582038509921,18.8641881013455,72.9161686576618,0
Cadriano,5/27/1999 12:00:00 AM,147, 29.6, 16.2, 27.4, 6.04882904688761, 12.9, 232.74, 0, 0,0.682522661242566,2.28490749778171,1.5458463756443,0.238449718764323,18.7952616363086,91.7114302939704,0
Cadriano,5/28/1999 12:00:00 AM,148, 30.21, 17.01, 24.1, 5.37703799844907, 13.61, 246.35, 0, 0,0.757431903322669,3.04233940110438,1.69741304370003,0.302656447976709,24.6948958509176,116.406326144888,0
Cadriano,5/29/1999 12:00:00 AM,149, 29.21, 17.83, 31, 6.354979926401, 13.52, 259.87, 0, 0,1.086915554434,4.12925495553837,2.65102192120817,0.374151485377354,27.4980913079405,143.904417452829,0
Cadriano,5/30/1999 12:00:00 AM,150, 31.63, 17.07, 24.8, 5.96037485595591, 14.35, 274.22, 0, 0,1.2541868410435,5.38344179658188,2.60921791074922,0.471510265433724,37.4456846370654,181.350102089894,0
Cadriano,5/31/1999 12:00:00 AM,151, 32.12, 16.33, 25.6, 6.42052275436946, 14.225, 288.445, 0, 0,1.59329350386577,6.97673530044765,3.17640130402196,0.569453782758473,37.6705835864419,219.020685676336,0
Cadriano,6/1/1999 12:00:00 AM,152, 32.6, 19, 26.2, 6.28887457604192, 15.8, 304.245, 0, 0,1.76125028530918,8.73798558575682,3.66876115250361,0.656169538358273,33.3522136922306,252.372899368566,0
Cadriano,6/2/1999 12:00:00 AM,153, 34.88, 19.42, 22.6, 6.02425761102163, 17.15, 321.395, 0, 0,1.83204952619462,10.5700351119514,3.43646652960587,0.724133338708402,26.1399232115882,278.512822580155,0
Cadriano,6/3/1999 12:00:00 AM,154, 33.19, 18.57, 30, 7.51289856932199, 15.88, 337.275, 0, 0,2.51988126903341,13.0899163809849,5.0311099886062,0.816161912371247,35.3956052549405,313.908427835095,0
Cadriano,6/4/1999 12:00:00 AM,155, 28.77, 16.5, 29, 6.05110481813798, 12.635, 349.91, 0, 0,2.48585542546449,15.5757718064493,5.95674752835082,1.0570137253008,92.6353126652117,406.543740500307,0
Cadriano,6/5/1999 12:00:00 AM,156, 29.74, 15.68, 28.9, 6.52106936657963, 12.71, 362.62, 0, 0,3.18463970278972,18.7604115092391,7.05682475042408,1.3392742069317,108.561723704194,515.1054642045,0
Cadriano,6/6/1999 12:00:00 AM,157, 32.55, 14.45, 28.9, 7.69212693405418, 13.5, 376.12, 0, 0,4.30160184352498,23.062013352764,8.0807489491304,1.63742505263712,114.673402194391,629.778866398892,0
Cadriano,6/7/1999 12:00:00 AM,158, 32.28, 17.41, 20.3, 5.00026947669078, 14.845, 390.965, 0, 0,3.07532633158248,26.1373396843465,6.24257600736757,1.90819074805011,104.140652081918,733.91951848081,0
Cadriano,6/8/1999 12:00:00 AM,159, 30.69, 19.1, 24.7, 5.30324193838679, 14.895, 405.86, 0, 0,3.46253296904175,29.5998726533883,8.06342283917629,2.11533502641458,79.6708762940285,813.590394774838,0
Cadriano,6/9/1999 12:00:00 AM,160, 28.24, 15.23, 25.6, 5.38349331676389, 11.735, 417.595, 0, 0,3.87881918818102,33.4786918415693,9.22242913427852,2.54852225989223,166.61047441448,980.200869189318,0
Cadriano,6/10/1999 12:00:00 AM,161, 26.63, 16.96, 18.1, 3.23597336925553, 11.795, 429.39, 0, 0,2.52871480611117,36.0074066476805,7.07202018803108,3.04037746169614,189.175077616888,1169.37594680621,0
Cadriano,6/11/1999 12:00:00 AM,162, 21.86, 14.38, 8.3, 1.15561681362472, 8.12, 437.51, 0, 0,0.946044222875709,36.9534508705562,3.39739217935018,3.41363868722042,143.562009817031,1312.93795662324,0
Cadriano,6/12/1999 12:00:00 AM,163, 28.42, 13.62, 20.4, 4.52228592716287, 11.02, 448.53, 0, 0,3.77957964980396,40.7330305203601,8.52482860414499,3.61194446872909,76.2714544264116,1389.20941104965,0
Cadriano,6/13/1999 12:00:00 AM,164, 26.77, 17.68, 20.6, 3.60451722629229, 12.225, 460.755, 0, 0,3.12725831920693,43.8602888395671,8.93622048824672,4.04276799431107,165.701355993068,1554.91076704272,0
Cadriano,6/14/1999 12:00:00 AM,165, 27.38, 16.65, 23.1, 4.3992797002938, 12.015, 472.77, 0, 0,3.93735309617133,47.7976419357384,10.3372441306112,4.50658017820229,178.389301496625,1733.30006853934,0
Cadriano,6/15/1999 12:00:00 AM,166, 21.72, 17.04, 12.1, 1.36642771147908, 9.38, 482.15, 0, 0,1.26173451579698,49.0593764515354,5.58646004940055,5.13684195284565,242.408374862832,1975.70844340217,0
Cadriano,6/16/1999 12:00:00 AM,167, 25.08, 15.82, 16.5, 2.77104140981299, 10.45, 492.6, 0, 0,2.59252727967185,51.6519037312072,7.71852415541354,5.48362146041219,133.376733679438,2109.08517708161,0
Cadriano,6/17/1999 12:00:00 AM,168, 28.82, 16.51, 23.7, 4.95823687776786, 12.665, 505.265, 0, 0,4.69250314829313,56.3444068795004,11.2149063625026,5.85162139583192,141.538436699896,2250.62361378151,0
Cadriano,6/18/1999 12:00:00 AM,169, 29.51, 18.49, 19.1, 3.89646282099519, 14, 519.265, 0, 0,3.72865438286287,60.0730612623632,9.13871143963479,6.28900274396952,168.223595437539,2418.84720921905,0
Cadriano,6/19/1999 12:00:00 AM,170, 21.79, 13.68, 10.4, 1.4942312521171, 7.735, 527, 0, 0,1.44308802933178,61.516149291695,5.02201900936894,6.74847430837576,176.719832463938,2595.56704168298,0
Cadriano,6/20/1999 12:00:00 AM,171, 20.87, 13.8, 10.4, 1.3692963175982, 7.335, 534.335, 0, 0,1.32771726736609,62.8438665590611,5.04210060420944,6.98791161969495,92.091273584303,2687.65831526729,0
Cadriano,6/21/1999 12:00:00 AM,172, 25.59, 13.18, 17.7, 3.38634166666978, 9.385, 543.72, 0, 0,3.29817232677028,66.1420388858314,8.61957474026004,7.29549236180323,118.300285426264,2805.95860069355,0
Cadriano,6/22/1999 12:00:00 AM,173, 26.88, 12.61, 31.5, 6.59235110257545, 9.745, 553.465, 0, 0,6.46171358522992,72.6037524710613,15.4378896669523,7.84147777478815,209.994389609585,3015.95299030314,0
Cadriano,6/23/1999 12:00:00 AM,174, 26.71, 12.34, 24.1, 5.03103569105842, 9.525, 562.99, 0, 0,4.96921469274434,77.5729671638056,11.9019304820261,8.79727611879334,367.614747694302,3383.56773799744,0
Cadriano,6/24/1999 12:00:00 AM,175, 26.96, 13, 29.9, 6.22254240310033, 9.98, 572.97, 0, 0,6.17056772324596,83.7435348870516,14.8251279760768,9.56935434916237,296.95316552655,3680.52090352399,0
Cadriano,6/25/1999 12:00:00 AM,176, 28.01, 13.29, 29.1, 6.36369198509512, 10.65, 583.62, 0, 0,6.329816613872,90.0733515009236,14.4725470603463,10.4703515019084,346.537366440796,4027.05826996478,0
Cadriano,6/26/1999 12:00:00 AM,177, 28.8, 14.48, 25.8, 5.71178210683263, 11.64, 595.26, 0, 0,5.69126228162448,95.7646137825481,12.8536561899186,11.2567897091677,302.476233561238,4329.53450352602,0
Cadriano,6/27/1999 12:00:00 AM,178, 30.21, 16.24, 23.9, 5.44836898044798, 13.225, 608.485, 0, 0,5.43362027553518,101.198234058083,11.9176514156181,11.8228325936312,217.708801716747,4547.24330524277,0
Cadriano,6/28/1999 12:00:00 AM,179, 26.09, 17.69, 18, 2.98941675233446, 11.89, 620.375, 0, 0,2.98350585420729,104.181739912291,8.98220452765476,12.4510715880055,241.630382451656,4788.87368769442,0
Cadriano,6/29/1999 12:00:00 AM,180, 27.63, 17.02, 19.7, 3.76105968753139, 12.325, 632.7, 0, 0,3.75511575848532,107.936855670776,9.83443319011981,12.8991713163789,172.346049374376,4961.2197370688,0
Cadriano,6/30/1999 12:00:00 AM,181, 30.65, 17.93, 24.2, 5.3846769875278, 14.29, 646.99, 0, 0,5.37758671022265,113.314442380998,12.0840673162771,13.2641763042302,140.38653378896,5101.60627085776,0
Cadriano,7/1/1999 12:00:00 AM,182, 30.42, 20.47, 24.8, 4.96889994180109, 15.445, 662.435, 182, 0,4.96200062558196,118.27644300658,12.3827826033691,13.1580628937963,137.607316564105,5239.21358742187,103.205487423079
Cadriano,7/2/1999 12:00:00 AM,183, 33.61, 19.36, 27.7, 6.94117017160759, 16.485, 678.92, 182, 0,6.93101151249241,125.207454519073,13.8297300130574,13.052798390646,108.813702127106,5348.02728954897,184.815764018409
Cadriano,7/3/1999 12:00:00 AM,184, 34.84, 21.16, 29.8, 7.57162627624292, 18, 696.92, 182, 0,7.55995098028049,132.767405499353,14.8770244986357,12.9483760035208,69.1486500652867,5417.17593961426,236.677251567374
Cadriano,7/4/1999 12:00:00 AM,185, 36.11, 21.51, 30.2, 8.10826656892417, 18.81, 715.73, 182, 0,8.09509915827613,140.86250465763,15.0754783714749,12.8447889954926,44.259147883441,5461.4350874977,269.871612479954
Cadriano,7/5/1999 12:00:00 AM,186, 37.19, 20.79, 29.9, 8.60293429266572, 18.99, 734.72, 182, 0,8.58822700281457,149.450731660444,14.9244419780746,12.7420306835287,38.0655828879742,5499.50067038567,298.420799645935
Cadriano,7/6/1999 12:00:00 AM,187, 34.79, 20.62, 26.1, 6.71508390194858, 17.705, 752.425, 182, 0,6.70300374258759,156.153735403032,13.026523587499,12.6400944380605,85.6289858492031,5585.12965623488,362.642539032837
Cadriano,7/7/1999 12:00:00 AM,188, 31, 18.04, 24.1, 5.45096001259842, 14.52, 766.945, 182, 0,5.44064541453062,161.594380817562,12.0271983455337,12.538973682556,178.463373148736,5763.59302938361,496.49006889439
Cadriano,7/8/1999 12:00:00 AM,189, 29.54, 19.07, 20.6, 4.11943198123479, 14.305, 781.25, 182, 0,4.11123603543245,165.705616852995,10.279507310195,12.4386618930955,171.237236444536,5934.83026582815,624.917996227791
Cadriano,7/9/1999 12:00:00 AM,190, 27.48, 17.65, 12.6, 2.32252325315177, 12.565, 793.815, 182, 0,2.31766667947848,168.023283532473,6.28682621838114,12.3391525979508,191.07034212825,6125.9006079564,768.220752823979
Cadriano,7/10/1999 12:00:00 AM,191, 22.73, 17.17, 13.8, 1.736624789262, 9.95, 803.765, 182, 0,1.73280964284407,169.756093175317,6.8848415671327,12.2404393771672,156.384802182231,6282.28541013863,885.509354460652
Cadriano,7/11/1999 12:00:00 AM,192, 25, 17.45, 16.8, 2.58449754182823, 11.225, 814.99, 182, 0,2.57853481163416,172.334627986951,8.38062024326992,12.1425158621498,151.036211878973,6433.3216220176,998.786513369882
Cadriano,7/12/1999 12:00:00 AM,193, 28.64, 17.31, 23.2, 4.67509556315561, 12.975, 827.965, 182, 0,4.66377277874493,176.998400765696,11.5719055370335,12.0453757352526,147.184643022428,6580.50626504003,1109.1749956367
Cadriano,7/13/1999 12:00:00 AM,194, 32.62, 18.63, 23.9, 5.80244445348674, 15.625, 843.59, 182, 0,5.78769762265908,182.786098388355,11.919629243364,11.9490127293706,126.567716811304,6707.07398185133,1204.10078324518
Cadriano,7/14/1999 12:00:00 AM,195, 32.5, 19.3, 24.8, 5.86952827826648, 15.9, 859.49, 182, 0,5.85388065191937,188.639979040275,12.3669427324471,11.8534206275356,122.176199744481,6829.25018159582,1295.73293305354
Cadriano,7/15/1999 12:00:00 AM,196, 31.43, 20.06, 18.6, 4.03859393887241, 15.745, 875.235, 182, 0,4.02730464034319,192.667283680618,9.27400321054534,11.7585932625154,131.553353316406,6960.80353491222,1394.39794804085
Cadriano,7/16/1999 12:00:00 AM,197, 30.34, 18.94, 22.9, 4.84017594200222, 14.64, 889.875, 182, 0,4.82599435983163,197.49327804045,11.4164518154301,11.6645245164152,124.271643021308,7085.07517793353,1487.60168030683
Cadriano,7/17/1999 12:00:00 AM,198, 31.53, 18.32, 26.2, 6.05215005078747, 14.925, 904.8, 182, 0,6.03357044143417,203.526848481884,13.0597840634344,11.5712083202839,144.846232408269,7229.9214103418,1596.23635461303
Cadriano,7/18/1999 12:00:00 AM,199, 31.44, 18.87, 27, 6.10323182805792, 15.155, 919.955, 182, 0,6.08360780678698,209.610456288671,13.4565927864742,11.4786386537216,158.186634468349,7388.10804481015,1714.87633046429
Cadriano,7/19/1999 12:00:00 AM,200, 31.83, 18.79, 24.9, 5.76699405869371, 15.31, 935.265, 182, 0,5.74757992209916,215.35803621077,12.4080880441106,11.3868095444919,157.778550421411,7545.88659523156,1833.21024328035
Cadriano,7/20/1999 12:00:00 AM,201, 34.6, 19.3, 28.2, 7.43724305843799, 16.95, 952.215, 182, 0,7.41103942797586,222.769075638746,14.0503214851776,11.2957150681359,94.6116713363435,7640.4982665679,1904.16899678261
Cadriano,7/21/1999 12:00:00 AM,202, 35.26, 19.94, 27.3, 7.31837572302156, 17.6, 969.815, 182, 0,7.2913991448939,230.06047478364,13.5996841505029,11.2053493475908,84.3019289110658,7724.80019547897,1967.39544346591
Cadriano,7/22/1999 12:00:00 AM,203, 34.49, 18.92, 21.8, 5.77182463216667, 16.705, 986.52, 182, 0,5.74957355853583,235.810048342176,10.8579791975618,11.1157065528101,112.027398189768,7836.82759366874,2051.41599210823
Cadriano,7/23/1999 12:00:00 AM,204, 28.52, 16.12, 25, 5.20194097359482, 12.32, 998.84, 182, 0,5.18097508742201,240.991023429598,12.4496200401946,11.0267809003876,208.473200593187,8045.30079426192,2207.77089255312
Cadriano,7/24/1999 12:00:00 AM,205, 28.09, 17.01, 20.1, 3.95457925821508, 12.55, 1011.39, 182, 0,3.9379219980772,244.928945427675,10.0076679455753,10.9385666531845,231.874173248624,8277.17496751055,2381.67652248959
Cadriano,7/25/1999 12:00:00 AM,206, 26.76, 16.79, 12, 2.18027443782234, 11.775, 1023.165, 182, 0,2.17068006294184,247.099625490617,5.97359678750329,10.8510581199591,205.782672130891,8482.95763964144,2536.01352658776
Cadriano,7/26/1999 12:00:00 AM,207, 31.81, 17.89, 24, 5.69731471389724, 14.85, 1038.015, 182, 0,5.67113131938751,252.770756810004,11.9448510833796,10.7642496549994,76.9100586391048,8559.86769828054,2593.69607056709
Cadriano,7/27/1999 12:00:00 AM,208, 34.53, 20.31, 27.5, 7.04098844556865, 17.42, 1055.435, 182, 0,7.00720617874525,259.777962988749,13.6840282728181,10.6781356577594,77.0442894877985,8636.91198776834,2651.47928768294
Cadriano,7/28/1999 12:00:00 AM,209, 25.99, 20.42, 8.6, 1.19095451197743, 13.205, 1068.64, 182, 0,1.1849910266941,260.962954015443,4.27846854228231,10.5927105724973,232.457430284498,8869.36941805284,2825.82236039631
Cadriano,7/29/1999 12:00:00 AM,210, 27.01, 18.83, 15.9, 2.67946878671353, 12.92, 1081.56, 182, 0,2.66547113758693,263.62842515303,7.90846889088306,10.5079688879173,75.7288931983969,8945.09831125123,2882.61903029511
Cadriano,7/30/1999 12:00:00 AM,211, 29.82, 18.8, 21.7, 4.46326948390902, 14.31, 1095.87, 182, 0,4.43895227522062,268.067377428251,10.7908859995525,10.423905136814,112.497969972811,9057.59628122405,2966.99250777471
Cadriano,7/31/1999 12:00:00 AM,212, 30.08, 18.07, 20.5, 4.39367036007996, 14.075, 1109.945, 182, 0,4.36871313701738,272.436090565268,10.1917772578672,10.3405138957195,159.839998868372,9217.43628009242,3086.87250692599
Cadriano,8/1/1999 12:00:00 AM,213, 29.89, 17.99, 16.8, 3.56965528267287, 13.94, 1123.885, 182, 0,3.548522417531,275.984612982799,8.35027080960637,10.2577897845537,154.405425456688,9371.84170554911,3202.67657601851
Cadriano,8/2/1999 12:00:00 AM,214, 31.41, 20.06, 17.2, 3.73006837616483, 15.735, 1139.62, 182, 0,3.70706092537754,279.691673908177,8.546954303027,10.1757274662773,89.0347625074279,9460.87646805653,3269.45264789908
Cadriano,8/3/1999 12:00:00 AM,215, 32.57, 19.01, 21.9, 5.24680412696284, 15.79, 1155.41, 182, 0,5.21309685466605,284.904770762843,10.8796534380323,10.0943216465471,89.9566940393591,9550.83316209589,3336.9201684286
Cadriano,8/4/1999 12:00:00 AM,216, 32.2, 20.51, 17.7, 3.96231481417246, 16.355, 1171.765, 182, 0,3.93581069541268,288.840581458256,8.7908019145311,10.0135670733747,99.1408419540692,9649.97400404996,3411.27579989415
Cadriano,8/5/1999 12:00:00 AM,217, 34.76, 21.27, 23.8, 6.00262227510896, 18.015, 1189.78, 182, 0,5.96082954388728,294.801411002143,11.8171472935087,9.93345853678771,43.6243545008606,9693.59835855082,3443.9940657698
Cadriano,8/6/1999 12:00:00 AM,218, 34.53, 22.35, 26.6, 6.40602407644739, 18.44, 1208.22, 182, 0,6.35961483287393,301.161025835017,13.2036464845962,9.85399086849341,46.0868744446837,9739.68523299551,3478.55922160331
Cadriano,8/7/1999 12:00:00 AM,219, 35.62, 22.09, 22.5, 5.79736666328551, 18.855, 1227.075, 182, 0,5.75367839529198,306.914704230309,11.1652213334996,9.77515894154546,37.7954380621568,9777.48067105766,3506.90580014993
Cadriano,8/8/1999 12:00:00 AM,220, 37.07, 22.73, 22, 5.99597982083415, 19.9, 1246.975, 182, 0,5.94899307028434,312.863697300593,10.9137998673291,9.6969576700131,2.79130533337494,9780.27197639104,3508.99927914996
Cadriano,8/9/1999 12:00:00 AM,221, 38.07, 21.52, 22.1, 6.5093324305124, 19.795, 1266.77, 182, 0,6.45630543249641,319.32000273309,10.9599833455532,9.61938200865299,5.59332243200612,9785.86529882304,3513.19427097396
Cadriano,8/10/1999 12:00:00 AM,222, 35.43, 23.21, 14.3, 3.52173376370154, 19.32, 1286.09, 182, 0,3.49191925281349,322.811921985903,7.08946908904736,9.54242695258377,18.6319716874405,9804.49727051048,3527.16824973954
Cadriano,8/11/1999 12:00:00 AM,223, 32.04, 19.38, 23.8, 5.47778595175014, 15.71, 1301.8, 182, 0,5.42960746895149,328.241529454855,11.7953365556168,9.4660875369631,76.0345559800329,9880.53182649052,3584.19416672457
Cadriano,8/12/1999 12:00:00 AM,224, 26.42, 18.69, 12.4, 2.00663279981512, 12.555, 1314.355, 182, 0,1.98830289344198,330.229832348297,6.14336511417339,9.3903588366674,219.540701641418,10100.0725281319,3748.84969295563
Cadriano,8/13/1999 12:00:00 AM,225, 25.03, 17.1, 11.4, 1.79230084841521, 11.065, 1325.42, 182, 0,1.77530213804475,332.005134486341,5.64593951724273,9.31523596597406,137.227418237848,10237.2999463698,3851.77025663402
Cadriano,8/14/1999 12:00:00 AM,226, 29.17, 15.36, 22.1, 4.87702121424223, 12.265, 1337.685, 182, 0,4.82901008388679,336.834144570228,10.9412198723109,9.24071407824626,109.178355414681,10346.4783017845,3933.65402319503
Cadriano,8/15/1999 12:00:00 AM,227, 31.42, 17.03, 12.9, 3.06997361450244, 14.225, 1351.91, 182, 0,3.03861371273349,339.872758282962,6.38411299515599,9.16678836562029,157.963861906489,10504.442163691,4052.1269196249
Cadriano,8/16/1999 12:00:00 AM,228, 34.08, 19.69, 15.3, 3.89276594106325, 16.885, 1368.795, 182, 0,3.85151606148628,343.724274344448,7.56893641088588,9.09345405869533,49.7162799497773,10554.1584436407,4089.41412958723
Cadriano,8/17/1999 12:00:00 AM,229, 31.38, 19.39, 18.4, 4.07599554015423, 15.385, 1384.18, 182, 0,4.03120409848257,347.75547844293,9.09890046264287,9.02070642622577,87.3266038405958,10641.4850474813,4154.90908246768
Cadriano,8/18/1999 12:00:00 AM,230, 33.42, 18.81, 20.3, 5.11149879720407, 16.115, 1400.295, 182, 230,5.05326432068063,352.808742763611,10.0343626967033,8.94854077481596,88.3730707434188,10729.8581182247,4221.18888552524
Cadriano,8/19/1999 12:00:00 AM,231, 34.55, 19.33, 16.9, 4.44289596915399, 16.94, 1417.235, 182, 230,4.39043415981074,357.199176923422,8.3502222217157,8.87695244861743,76.7628746297805,10806.6209928545,4278.76104149758
Cadriano,8/20/1999 12:00:00 AM,232, 32, 22, 11.6, 2.42346601548481, 17, 1434.235, 182, 230,2.39381531892928,359.592992242351,5.72903798158371,8.80593682902849,62.6266666628677,10869.2476595174,4325.73104149473
Cadriano,8/21/1999 12:00:00 AM,233, 28.81, 21.05, 12.5, 2.16181472562863, 14.93, 1449.165, 182, 230,2.13441703759484,361.727409279946,6.17079082995359,8.73548933439627,72.6155564165735,10941.863215934,4380.19270880716
Cadriano,8/22/1999 12:00:00 AM,234, 29.73, 18.18, 15.8, 3.30364451618646, 13.955, 1463.12, 182, 230,3.26028705397701,364.987696333923,7.79631936796577,8.6656054197211,93.2560764176736,11035.1192923516,4450.13476612041
Cadriano,8/23/1999 12:00:00 AM,235, 29.87, 17.3, 21.9, 4.75170822489309, 13.585, 1476.705, 182, 230,4.68714666597439,369.674842999897,10.8012221212455,8.59628057636333,125.033471863751,11160.1527642154,4543.90987001822
Cadriano,8/24/1999 12:00:00 AM,236, 31.2, 17.88, 21.2, 4.87126582487069, 14.54, 1491.245, 182, 230,4.80276444155885,374.477607441456,10.4509392241749,8.52751033175242,147.436681955001,11307.5894461704,4654.48738148448
Cadriano,8/25/1999 12:00:00 AM,237, 32.71, 18.55, 22.5, 5.50024131335383, 15.63, 1506.875, 182, 230,5.42021126881831,379.897818710275,11.086309363584,8.4592902490984,114.176511024111,11421.7659571945,4740.11976475256
Cadriano,8/26/1999 12:00:00 AM,238, 33.98, 19.7, 15.8, 3.998422879233, 16.84, 1523.715, 182, 230,3.93824244308248,383.836061153357,7.78109675740944,8.39161592710562,87.5818439723135,11509.3478011668,4805.80614773179
